timestamp,Modesto_kWh,airTemperature,dewTemperature,windSpeed,hour,day_of_week,is_weekend,month
2016-08-05 07:00:00,343.223,15.2,12.6,3.1,7,4,0,8
2016-08-05 08:00:00,318.298,16.9,11.7,3.1,8,4,0,8
2016-08-05 09:00:00,446.372,18.3,11.0,3.6,9,4,0,8
2016-08-05 10:00:00,417.017,20.0,10.5,4.1,10,4,0,8
2016-08-05 11:00:00,486.198,22.3,10.0,4.1,11,4,0,8
2016-08-05 12:00:00,401.92,21.9,9.2,4.1,12,4,0,8
2016-08-05 13:00:00,403.47,22.9,10.3,4.1,13,4,0,8
2016-08-05 14:00:00,406.166,23.5,11.7,3.1,14,4,0,8
2016-08-05 15:00:00,404.67800000000005,23.9,11.0,2.6,15,4,0,8
2016-08-05 16:00:00,408.172,22.6,11.8,4.1,16,4,0,8
2016-08-05 17:00:00,415.846,22.7,12.1,6.2,17,4,0,8
2016-08-05 18:00:00,434.588,21.9,13.0,4.1,18,4,0,8
2016-08-05 19:00:00,382.362,21.9,12.2,5.1,19,4,0,8
2016-08-05 20:00:00,352.892,20.8,12.3,5.1,20,4,0,8
2016-08-05 21:00:00,346.811,18.6,11.7,4.6,21,4,0,8
2016-08-05 22:00:00,339.776,17.0,11.6,5.1,22,4,0,8
2016-08-05 23:00:00,332.145,15.7,10.5,5.1,23,4,0,8
2016-08-06 00:00:00,329.325,15.0,11.1,4.1,0,5,1,8
2016-08-06 01:00:00,328.565,14.5,11.4,4.1,1,5,1,8
2016-08-06 02:00:00,318.759,13.3,11.2,3.1,2,5,1,8
2016-08-06 03:00:00,300.6090000000001,13.3,11.5,3.6,3,5,1,8
2016-08-06 04:00:00,294.975,13.1,11.5,3.1,4,5,1,8
2016-08-06 05:00:00,288.516,13.5,11.9,2.1,5,5,1,8
2016-08-06 06:00:00,288.958,14.4,12.2,2.6,6,5,1,8
2016-08-06 07:00:00,289.582,15.8,12.2,2.6,7,5,1,8
2016-08-06 08:00:00,296.189,17.5,12.3,2.1,8,5,1,8
2016-08-06 09:00:00,315.393,19.6,12.7,2.1,9,5,1,8
2016-08-06 10:00:00,329.273,21.1,12.3,2.6,10,5,1,8
2016-08-06 11:00:00,337.0019999999999,22.2,11.6,3.1,11,5,1,8
2016-08-06 12:00:00,335.216,23.2,11.2,3.1,12,5,1,8
2016-08-06 13:00:00,330.0080000000001,24.8,11.0,4.1,13,5,1,8
2016-08-06 14:00:00,331.858,25.6,11.0,4.1,14,5,1,8
2016-08-06 15:00:00,332.526,26.3,11.8,4.1,15,5,1,8
2016-08-06 16:00:00,334.184,25.7,11.3,5.1,16,5,1,8
2016-08-06 17:00:00,372.755,24.8,12.4,5.7,17,5,1,8
2016-08-06 18:00:00,386.471,24.0,13.6,6.7,18,5,1,8
2016-08-06 19:00:00,349.227,22.3,13.6,6.2,19,5,1,8
2016-08-06 20:00:00,345.866,20.6,12.5,5.1,20,5,1,8
2016-08-06 21:00:00,343.27,19.3,12.3,5.1,21,5,1,8
2016-08-06 22:00:00,339.796,18.1,14.4,4.6,22,5,1,8
2016-08-06 23:00:00,334.894,17.3,15.0,4.1,23,5,1,8
2016-08-07 00:00:00,330.2290000000001,17.2,15.4,3.6,0,6,1,8
2016-08-07 01:00:00,326.428,17.5,15.7,4.1,1,6,1,8
2016-08-07 02:00:00,321.357,17.7,15.2,4.1,2,6,1,8
2016-08-07 03:00:00,319.711,18.3,15.6,4.1,3,6,1,8
2016-08-07 04:00:00,320.645,18.5,16.0,4.6,4,6,1,8
2016-08-07 05:00:00,314.246,18.4,16.6,4.6,5,6,1,8
2016-08-07 06:00:00,315.828,18.8,16.9,4.6,6,6,1,8
2016-08-07 07:00:00,318.701,20.0,17.5,6.7,7,6,1,8
2016-08-07 08:00:00,322.356,20.7,17.2,6.2,8,6,1,8
2016-08-07 09:00:00,443.816,21.9,17.3,6.2,9,6,1,8
2016-08-07 10:00:00,450.826,23.0,17.7,6.2,10,6,1,8
2016-08-07 11:00:00,578.727,24.4,16.5,5.7,11,6,1,8
2016-08-07 12:00:00,574.95,26.2,16.2,8.8,12,6,1,8
2016-08-07 13:00:00,579.479,24.8,14.4,9.8,13,6,1,8
2016-08-07 14:00:00,573.313,25.8,13.6,9.8,14,6,1,8
2016-08-07 15:00:00,563.5269999999998,26.1,12.9,7.7,15,6,1,8
2016-08-07 16:00:00,465.009,24.4,11.8,9.3,16,6,1,8
2016-08-07 17:00:00,428.365,23.5,11.1,7.2,17,6,1,8
2016-08-07 18:00:00,487.478,22.6,11.4,8.2,18,6,1,8
2016-08-07 19:00:00,346.626,21.0,11.9,7.2,19,6,1,8
2016-08-07 20:00:00,345.63800000000015,19.2,11.5,6.7,20,6,1,8
2016-08-07 21:00:00,341.51800000000014,17.8,11.1,5.7,21,6,1,8
2016-08-07 22:00:00,337.129,17.2,11.2,6.7,22,6,1,8
2016-08-07 23:00:00,331.612,16.4,11.5,6.2,23,6,1,8
2016-08-08 00:00:00,315.381,16.5,11.8,6.7,0,0,0,8
2016-08-08 01:00:00,319.401,16.5,12.0,5.1,1,0,0,8
2016-08-08 02:00:00,303.69,16.5,12.4,5.7,2,0,0,8
2016-08-08 03:00:00,302.683,15.3,12.2,4.6,3,0,0,8
2016-08-08 04:00:00,301.181,14.9,12.5,5.1,4,0,0,8
2016-08-08 05:00:00,304.518,14.5,12.5,4.6,5,0,0,8
2016-08-08 06:00:00,297.827,15.6,10.9,4.6,6,0,0,8
2016-08-08 07:00:00,295.521,15.8,8.1,5.1,7,0,0,8
2016-08-08 08:00:00,318.904,16.5,7.8,5.7,8,0,0,8
2016-08-08 09:00:00,348.217,17.9,8.0,4.6,9,0,0,8
2016-08-08 10:00:00,374.229,18.8,8.1,5.7,10,0,0,8
2016-08-08 11:00:00,395.001,19.6,8.0,5.1,11,0,0,8
2016-08-08 12:00:00,400.283,20.1,7.1,5.1,12,0,0,8
2016-08-08 13:00:00,401.639,21.0,7.1,6.7,13,0,0,8
2016-08-08 14:00:00,486.463,21.0,6.2,6.7,14,0,0,8
2016-08-08 15:00:00,416.555,20.5,6.5,5.1,15,0,0,8
2016-08-08 16:00:00,404.641,21.3,6.0,7.7,16,0,0,8
2016-08-08 17:00:00,407.793,19.6,7.5,4.1,17,0,0,8
2016-08-08 18:00:00,389.903,19.5,6.8,3.6,18,0,0,8
2016-08-08 19:00:00,352.207,18.7,6.0,3.1,19,0,0,8
2016-08-08 20:00:00,329.935,17.9,6.7,3.1,20,0,0,8
2016-08-08 21:00:00,329.74300000000005,16.6,7.6,2.6,21,0,0,8
2016-08-08 22:00:00,318.457,15.6,7.7,2.6,22,0,0,8
2016-08-08 23:00:00,310.397,14.6,8.1,2.6,23,0,0,8
2016-08-09 00:00:00,296.286,13.3,8.1,2.6,0,1,0,8
2016-08-09 01:00:00,292.803,12.2,8.0,2.6,1,1,0,8
2016-08-09 02:00:00,290.744,11.9,8.3,3.1,2,1,0,8
2016-08-09 03:00:00,281.369,12.1,8.3,3.6,3,1,0,8
2016-08-09 04:00:00,277.829,11.5,8.3,2.1,4,1,0,8
2016-08-09 05:00:00,275.783,11.2,8.5,2.6,5,1,0,8
2016-08-09 06:00:00,277.159,11.6,8.3,3.1,6,1,0,8
2016-08-09 07:00:00,277.53,13.5,8.5,3.6,7,1,0,8
2016-08-09 08:00:00,301.222,14.7,7.8,4.1,8,1,0,8
2016-08-09 09:00:00,324.402,15.6,7.0,4.1,9,1,0,8
2016-08-09 10:00:00,450.715,17.4,6.0,4.1,10,1,0,8
2016-08-09 11:00:00,536.107,18.0,5.3,3.6,11,1,0,8
2016-08-09 12:00:00,554.254,20.2,7.3,3.6,12,1,0,8
2016-08-09 13:00:00,574.591,19.1,5.9,3.6,13,1,0,8
2016-08-09 14:00:00,401.586,18.9,6.0,4.1,14,1,0,8
2016-08-09 15:00:00,394.631,19.1,6.4,3.6,15,1,0,8
2016-08-09 16:00:00,398.301,19.6,5.9,3.6,16,1,0,8
2016-08-09 17:00:00,393.078,19.0,5.0,4.1,17,1,0,8
2016-08-09 18:00:00,427.972,18.8,6.1,3.6,18,1,0,8
2016-08-09 19:00:00,337.7990000000001,17.6,6.2,4.6,19,1,0,8
2016-08-09 20:00:00,322.972,16.7,5.8,3.1,20,1,0,8
2016-08-09 21:00:00,312.027,15.3,5.4,3.6,21,1,0,8
2016-08-09 22:00:00,302.838,13.5,5.7,1.5,22,1,0,8
2016-08-09 23:00:00,291.497,12.6,6.4,2.6,23,1,0,8
2016-08-10 00:00:00,292.5490000000001,12.0,6.5,2.6,0,2,0,8
2016-08-10 01:00:00,282.231,11.6,7.3,3.1,1,2,0,8
2016-08-10 02:00:00,280.847,11.3,7.7,3.1,2,2,0,8
2016-08-10 03:00:00,277.433,10.9,7.8,2.6,3,2,0,8
2016-08-10 04:00:00,277.325,10.9,7.8,3.1,4,2,0,8
2016-08-10 05:00:00,279.981,11.3,8.1,3.1,5,2,0,8
2016-08-10 06:00:00,275.37,12.0,8.5,3.6,6,2,0,8
2016-08-10 07:00:00,276.995,12.8,8.8,3.6,7,2,0,8
2016-08-10 08:00:00,299.845,13.8,9.1,4.1,8,2,0,8
2016-08-10 09:00:00,327.619,15.0,8.8,3.6,9,2,0,8
2016-08-10 10:00:00,349.524,16.0,8.3,4.6,10,2,0,8
2016-08-10 11:00:00,351.391,17.0,7.8,3.1,11,2,0,8
2016-08-10 12:00:00,363.448,17.3,7.3,3.1,12,2,0,8
2016-08-10 13:00:00,373.99800000000016,17.9,7.6,3.1,13,2,0,8
2016-08-10 14:00:00,367.609,19.4,6.7,3.6,14,2,0,8
2016-08-10 15:00:00,363.961,19.3,6.6,3.1,15,2,0,8
2016-08-10 16:00:00,372.289,19.8,6.7,3.6,16,2,0,8
2016-08-10 17:00:00,384.436,19.3,6.8,5.1,17,2,0,8
2016-08-10 18:00:00,377.125,19.3,6.6,3.6,18,2,0,8
2016-08-10 19:00:00,337.338,18.2,6.4,4.1,19,2,0,8
2016-08-10 20:00:00,330.35,17.9,7.1,4.1,20,2,0,8
2016-08-10 21:00:00,306.715,17.1,8.9,3.6,21,2,0,8
2016-08-10 22:00:00,303.203,17.2,9.6,4.1,22,2,0,8
2016-08-10 23:00:00,301.872,16.4,10.2,4.1,23,2,0,8
2016-08-11 00:00:00,298.2390000000001,16.7,11.8,4.6,0,3,0,8
2016-08-11 01:00:00,293.23,16.3,12.3,4.6,1,3,0,8
2016-08-11 02:00:00,285.8640000000001,15.8,12.8,4.6,2,3,0,8
2016-08-11 03:00:00,284.094,15.6,12.4,4.1,3,3,0,8
2016-08-11 04:00:00,279.356,15.2,12.0,5.1,4,3,0,8
2016-08-11 05:00:00,279.226,15.0,11.7,4.6,5,3,0,8
2016-08-11 06:00:00,277.366,14.9,11.7,4.1,6,3,0,8
2016-08-11 07:00:00,281.321,15.2,12.0,4.1,7,3,0,8
2016-08-11 08:00:00,303.951,15.8,11.3,5.1,8,3,0,8
2016-08-11 09:00:00,333.4480000000001,16.4,11.2,4.6,9,3,0,8
2016-08-11 10:00:00,353.441,17.6,11.1,4.6,10,3,0,8
2016-08-11 11:00:00,358.038,18.6,10.0,6.2,11,3,0,8
2016-08-11 12:00:00,361.067,21.1,11.5,5.7,12,3,0,8
2016-08-11 13:00:00,372.122,22.3,11.5,6.7,13,3,0,8
2016-08-11 14:00:00,378.071,23.6,12.7,5.7,14,3,0,8
2016-08-11 15:00:00,422.184,23.2,12.6,6.2,15,3,0,8
2016-08-11 16:00:00,517.481,22.8,13.2,4.6,16,3,0,8
2016-08-11 17:00:00,423.374,22.0,13.7,5.7,17,3,0,8
2016-08-11 18:00:00,417.506,21.7,13.8,5.7,18,3,0,8
2016-08-11 19:00:00,375.502,21.3,14.0,6.7,19,3,0,8
2016-08-11 20:00:00,356.418,19.7,14.0,5.7,20,3,0,8
2016-08-11 21:00:00,355.291,18.7,13.8,5.7,21,3,0,8
2016-08-11 22:00:00,346.426,17.9,13.6,5.1,22,3,0,8
2016-08-11 23:00:00,339.945,17.1,13.7,3.6,23,3,0,8
2016-08-12 00:00:00,425.692,15.9,13.2,3.6,0,4,0,8
2016-08-12 01:00:00,293.281,15.8,13.8,3.6,1,4,0,8
2016-08-12 02:00:00,289.728,15.3,13.7,3.6,2,4,0,8
2016-08-12 03:00:00,283.5440000000001,14.7,13.3,3.6,3,4,0,8
2016-08-12 04:00:00,282.247,14.0,12.7,3.1,4,4,0,8
2016-08-12 05:00:00,279.22,13.9,12.7,3.6,5,4,0,8
2016-08-12 06:00:00,280.103,15.0,13.3,2.6,6,4,0,8
2016-08-12 07:00:00,281.744,16.5,14.0,4.1,7,4,0,8
2016-08-12 08:00:00,298.522,17.0,13.9,5.7,8,4,0,8
2016-08-12 09:00:00,322.572,19.2,15.1,5.1,9,4,0,8
2016-08-12 10:00:00,359.671,21.1,14.8,4.6,10,4,0,8
2016-08-12 11:00:00,587.008,23.5,14.2,5.7,11,4,0,8
2016-08-12 12:00:00,602.455,25.1,11.8,7.2,12,4,0,8
2016-08-12 13:00:00,628.8330000000002,26.1,10.6,7.2,13,4,0,8
2016-08-12 14:00:00,634.033,26.7,11.1,5.7,14,4,0,8
2016-08-12 15:00:00,637.186,27.0,11.2,7.2,15,4,0,8
2016-08-12 16:00:00,648.734,27.0,11.5,7.2,16,4,0,8
2016-08-12 17:00:00,657.821,25.0,12.3,6.7,17,4,0,8
2016-08-12 18:00:00,625.668,23.7,12.5,7.2,18,4,0,8
2016-08-12 19:00:00,603.514,21.2,12.5,7.2,19,4,0,8
2016-08-12 20:00:00,593.901,19.0,12.1,6.7,20,4,0,8
2016-08-12 21:00:00,586.413,17.9,11.9,7.2,21,4,0,8
2016-08-12 22:00:00,584.6030000000002,17.0,12.0,6.7,22,4,0,8
2016-08-12 23:00:00,570.413,16.4,11.7,4.6,23,4,0,8
2016-08-13 00:00:00,531.948,16.6,11.8,4.6,0,5,1,8
2016-08-13 01:00:00,511.527,16.5,12.0,5.1,1,5,1,8
2016-08-13 02:00:00,531.549,16.1,12.0,5.1,2,5,1,8
2016-08-13 03:00:00,541.39,15.6,12.0,4.6,3,5,1,8
2016-08-13 04:00:00,505.587,15.1,12.2,4.6,4,5,1,8
2016-08-13 05:00:00,501.619,14.6,12.2,4.1,5,5,1,8
2016-08-13 06:00:00,500.496,15.2,12.8,4.1,6,5,1,8
2016-08-13 07:00:00,499.11,17.0,13.0,4.6,7,5,1,8
2016-08-13 08:00:00,533.279,18.8,13.4,5.7,8,5,1,8
2016-08-13 09:00:00,529.9780000000002,18.4,13.2,6.2,9,5,1,8
2016-08-13 10:00:00,558.864,19.4,14.1,6.2,10,5,1,8
2016-08-13 11:00:00,562.278,20.8,14.7,6.2,11,5,1,8
2016-08-13 12:00:00,581.51,22.3,14.3,5.7,12,5,1,8
2016-08-13 13:00:00,572.9069999999998,22.6,14.7,4.1,13,5,1,8
2016-08-13 14:00:00,578.063,25.5,13.7,6.7,14,5,1,8
2016-08-13 15:00:00,574.636,24.2,13.4,6.7,15,5,1,8
2016-08-13 16:00:00,575.1469999999998,25.2,11.9,7.2,16,5,1,8
2016-08-13 17:00:00,579.266,25.0,11.7,6.7,17,5,1,8
2016-08-13 18:00:00,578.738,23.3,11.0,5.1,18,5,1,8
2016-08-13 19:00:00,585.174,22.1,10.9,5.1,19,5,1,8
2016-08-13 20:00:00,583.625,20.9,11.3,2.1,20,5,1,8
2016-08-13 21:00:00,576.988,20.0,10.3,2.6,21,5,1,8
2016-08-13 22:00:00,565.6080000000002,19.1,10.6,2.1,22,5,1,8
2016-08-13 23:00:00,553.156,18.1,10.7,1.5,23,5,1,8
2016-08-14 00:00:00,556.2983,17.9,10.8,1.5,0,6,1,8
2016-08-14 01:00:00,544.3927,18.0,10.0,2.6,1,6,1,8
2016-08-14 02:00:00,544.3927,17.2,9.4,2.1,2,6,1,8
2016-08-14 03:00:00,544.3927,16.9,9.0,2.1,3,6,1,8
2016-08-14 04:00:00,544.3927,16.7,9.3,2.1,4,6,1,8
2016-08-14 05:00:00,544.3927,16.4,9.5,2.1,5,6,1,8
2016-08-14 06:00:00,544.3927,16.2,10.0,1.0,6,6,1,8
2016-08-14 07:00:00,544.3927,16.7,9.9,1.5,7,6,1,8
2016-08-14 08:00:00,544.3927,17.4,9.1,1.5,8,6,1,8
2016-08-14 09:00:00,544.3927,18.9,9.7,1.5,9,6,1,8
2016-08-14 10:00:00,544.3927,19.5,9.7,3.1,10,6,1,8
2016-08-14 11:00:00,544.3927,19.4,8.7,2.6,11,6,1,8
2016-08-14 12:00:00,544.3927,19.8,8.8,2.1,12,6,1,8
2016-08-14 13:00:00,544.3927,19.9,8.8,2.6,13,6,1,8
2016-08-14 14:00:00,544.3927,21.4,9.0,2.1,14,6,1,8
2016-08-14 15:00:00,544.3927,21.9,8.8,2.1,15,6,1,8
2016-08-14 16:00:00,544.3927,21.7,8.4,1.5,16,6,1,8
2016-08-14 17:00:00,544.3927,22.5,8.7,2.1,17,6,1,8
2016-08-14 18:00:00,544.3927,22.2,8.7,2.1,18,6,1,8
2016-08-14 19:00:00,544.3927,21.4,9.0,2.1,19,6,1,8
2016-08-14 20:00:00,544.3927,19.8,9.1,2.6,20,6,1,8
2016-08-14 21:00:00,544.3927,18.7,9.2,2.1,21,6,1,8
2016-08-14 22:00:00,544.3927,17.7,9.2,1.5,22,6,1,8
2016-08-14 23:00:00,544.3927,16.2,9.0,1.5,23,6,1,8
2016-08-15 00:00:00,529.3053,15.3,10.1,3.6,0,0,0,8
2016-08-15 01:00:00,530.9933,13.8,9.8,2.6,1,0,0,8
2016-08-15 02:00:00,519.15,13.3,10.3,0.0,2,0,0,8
2016-08-15 03:00:00,519.102,13.5,10.2,0.5,3,0,0,8
2016-08-15 04:00:00,514.4019999999998,12.8,10.2,1.0,4,0,0,8
2016-08-15 05:00:00,509.989,12.5,10.2,1.5,5,0,0,8
2016-08-15 06:00:00,503.12,13.2,10.8,1.0,6,0,0,8
2016-08-15 07:00:00,482.021,15.6,11.9,2.1,7,0,0,8
2016-08-15 08:00:00,495.347,18.4,12.1,2.6,8,0,0,8
2016-08-15 09:00:00,573.8340000000002,19.9,10.6,4.1,9,0,0,8
2016-08-15 10:00:00,610.414,21.7,10.3,4.6,10,0,0,8
2016-08-15 11:00:00,604.633,21.8,10.0,4.1,11,0,0,8
2016-08-15 12:00:00,638.389,22.8,10.0,5.1,12,0,0,8
2016-08-15 13:00:00,645.915,23.5,10.2,4.6,13,0,0,8
2016-08-15 14:00:00,642.524,23.7,10.2,4.6,14,0,0,8
2016-08-15 15:00:00,646.606,23.9,10.3,4.1,15,0,0,8
2016-08-15 16:00:00,648.7130000000002,23.3,10.5,4.1,16,0,0,8
2016-08-15 17:00:00,653.497,22.3,10.5,5.1,17,0,0,8
2016-08-15 18:00:00,634.4730000000002,20.8,10.8,5.7,18,0,0,8
2016-08-15 19:00:00,599.688,19.2,10.9,5.7,19,0,0,8
2016-08-15 20:00:00,586.17,17.4,10.0,4.6,20,0,0,8
2016-08-15 21:00:00,545.581,16.6,10.8,4.6,21,0,0,8
2016-08-15 22:00:00,532.325,15.9,10.7,4.6,22,0,0,8
2016-08-15 23:00:00,560.7919999999998,14.9,10.7,2.6,23,0,0,8
2016-08-16 00:00:00,514.175,14.8,11.3,2.1,0,1,0,8
2016-08-16 01:00:00,515.408,14.1,11.6,1.0,1,1,0,8
2016-08-16 02:00:00,514.556,13.7,11.5,2.1,2,1,0,8
2016-08-16 03:00:00,508.918,13.4,11.5,1.5,3,1,0,8
2016-08-16 04:00:00,506.417,12.8,11.1,3.1,4,1,0,8
2016-08-16 05:00:00,486.421,12.3,10.8,2.6,5,1,0,8
2016-08-16 06:00:00,473.893,12.9,11.1,2.1,6,1,0,8
2016-08-16 07:00:00,478.022,15.4,12.7,3.1,7,1,0,8
2016-08-16 08:00:00,500.165,17.6,13.3,2.6,8,1,0,8
2016-08-16 09:00:00,573.628,19.4,13.2,3.6,9,1,0,8
2016-08-16 10:00:00,615.0830000000002,21.0,12.8,3.1,10,1,0,8
2016-08-16 11:00:00,555.295,21.1,12.2,3.6,11,1,0,8
2016-08-16 12:00:00,412.284,22.2,11.3,2.6,12,1,0,8
2016-08-16 13:00:00,424.775,23.6,11.5,3.6,13,1,0,8
2016-08-16 14:00:00,416.8080000000001,24.1,10.8,3.6,14,1,0,8
2016-08-16 15:00:00,421.937,24.0,10.9,4.6,15,1,0,8
2016-08-16 16:00:00,422.086,24.1,11.2,4.1,16,1,0,8
2016-08-16 17:00:00,425.528,23.4,11.5,4.6,17,1,0,8
2016-08-16 18:00:00,415.388,21.0,11.3,4.6,18,1,0,8
2016-08-16 19:00:00,399.89,19.2,11.0,5.7,19,1,0,8
2016-08-16 20:00:00,473.296,18.1,10.6,4.1,20,1,0,8
2016-08-16 21:00:00,530.96,16.3,10.6,3.1,21,1,0,8
2016-08-16 22:00:00,518.996,16.5,10.3,2.1,22,1,0,8
2016-08-16 23:00:00,517.528,15.9,10.6,2.6,23,1,0,8
2016-08-17 00:00:00,533.038,15.1,11.5,2.1,0,2,0,8
2016-08-17 01:00:00,502.848,14.4,11.5,1.5,1,2,0,8
2016-08-17 02:00:00,495.298,13.6,11.3,2.1,2,2,0,8
2016-08-17 03:00:00,494.991,13.6,11.6,2.1,3,2,0,8
2016-08-17 04:00:00,485.16,13.4,11.6,2.1,4,2,0,8
2016-08-17 05:00:00,469.538,13.5,11.8,2.6,5,2,0,8
2016-08-17 06:00:00,456.30300000000005,14.0,12.2,2.1,6,2,0,8
2016-08-17 07:00:00,459.216,15.8,13.0,2.6,7,2,0,8
2016-08-17 08:00:00,500.847,18.2,13.8,2.6,8,2,0,8
2016-08-17 09:00:00,547.405,21.1,13.9,4.1,9,2,0,8
2016-08-17 10:00:00,593.43,22.5,13.5,3.1,10,2,0,8
2016-08-17 11:00:00,616.23,23.9,12.7,4.1,11,2,0,8
2016-08-17 12:00:00,638.986,25.1,11.5,2.6,12,2,0,8
2016-08-17 13:00:00,631.732,25.3,10.1,2.6,13,2,0,8
2016-08-17 14:00:00,644.797,26.0,9.9,2.1,14,2,0,8
2016-08-17 15:00:00,640.182,26.4,9.0,2.6,15,2,0,8
2016-08-17 16:00:00,645.2230000000002,26.2,8.6,4.1,16,2,0,8
2016-08-17 17:00:00,657.06,25.3,8.1,2.1,17,2,0,8
2016-08-17 18:00:00,647.952,24.5,9.5,3.1,18,2,0,8
2016-08-17 19:00:00,600.872,21.7,10.7,3.6,19,2,0,8
2016-08-17 20:00:00,597.812,19.9,10.5,4.6,20,2,0,8
2016-08-17 21:00:00,585.222,19.0,12.1,4.1,21,2,0,8
2016-08-17 22:00:00,548.814,18.1,12.9,3.1,22,2,0,8
2016-08-17 23:00:00,535.643,17.6,13.5,1.5,23,2,0,8
2016-08-18 00:00:00,487.6,17.3,13.0,1.0,0,3,0,8
2016-08-18 01:00:00,514.387,17.0,13.5,2.1,1,3,0,8
2016-08-18 02:00:00,498.233,16.6,13.3,1.5,2,3,0,8
2016-08-18 03:00:00,481.022,16.3,13.5,1.5,3,3,0,8
2016-08-18 04:00:00,480.09,16.1,13.3,2.1,4,3,0,8
2016-08-18 05:00:00,484.262,15.9,13.4,2.1,5,3,0,8
2016-08-18 06:00:00,487.261,16.1,13.7,2.1,6,3,0,8
2016-08-18 07:00:00,472.456,17.2,14.0,2.1,7,3,0,8
2016-08-18 08:00:00,504.891,18.2,14.2,2.6,8,3,0,8
2016-08-18 09:00:00,551.151,19.6,14.3,2.1,9,3,0,8
2016-08-18 10:00:00,593.3340000000002,21.0,14.2,1.5,10,3,0,8
2016-08-18 11:00:00,590.568,23.0,12.9,4.1,11,3,0,8
2016-08-18 12:00:00,593.991,23.0,14.0,3.1,12,3,0,8
2016-08-18 13:00:00,584.409,23.5,13.7,2.6,13,3,0,8
2016-08-18 14:00:00,591.312,24.8,9.9,4.1,14,3,0,8
2016-08-18 15:00:00,576.611,24.6,10.3,4.1,15,3,0,8
2016-08-18 16:00:00,575.183,24.8,11.7,3.1,16,3,0,8
2016-08-18 17:00:00,606.529,23.6,10.7,4.1,17,3,0,8
2016-08-18 18:00:00,560.403,22.8,10.8,4.6,18,3,0,8
2016-08-18 19:00:00,500.756,21.2,9.4,5.1,19,3,0,8
2016-08-18 20:00:00,501.888,20.4,9.5,4.6,20,3,0,8
2016-08-18 21:00:00,477.6,19.1,13.6,4.1,21,3,0,8
2016-08-18 22:00:00,471.971,18.4,14.8,4.1,22,3,0,8
2016-08-18 23:00:00,468.427,18.4,14.9,3.6,23,3,0,8
2016-08-19 00:00:00,464.153,17.8,14.9,3.6,0,4,0,8
2016-08-19 01:00:00,464.984,17.9,14.7,3.6,1,4,0,8
2016-08-19 02:00:00,451.145,17.8,14.5,3.6,2,4,0,8
2016-08-19 03:00:00,443.478,17.3,14.6,2.6,3,4,0,8
2016-08-19 04:00:00,441.707,17.2,14.9,3.6,4,4,0,8
2016-08-19 05:00:00,444.346,17.1,15.1,2.6,5,4,0,8
2016-08-19 06:00:00,445.292,17.3,15.3,3.6,6,4,0,8
2016-08-19 07:00:00,434.149,17.1,15.6,3.6,7,4,0,8
2016-08-19 08:00:00,482.48800000000006,17.2,15.8,3.1,8,4,0,8
2016-08-19 09:00:00,517.138,17.8,16.3,3.6,9,4,0,8
2016-08-19 10:00:00,541.189,17.2,16.2,3.6,10,4,0,8
2016-08-19 11:00:00,556.75,18.1,16.9,4.1,11,4,0,8
2016-08-19 12:00:00,585.618,18.7,16.1,4.1,12,4,0,8
2016-08-19 13:00:00,587.883,18.6,15.9,5.7,13,4,0,8
2016-08-19 14:00:00,566.812,18.8,14.3,5.1,14,4,0,8
2016-08-19 15:00:00,562.231,16.9,14.0,6.7,15,4,0,8
2016-08-19 16:00:00,560.891,17.4,14.9,5.7,16,4,0,8
2016-08-19 17:00:00,548.63,17.1,15.8,5.7,17,4,0,8
2016-08-19 18:00:00,547.783,18.6,15.9,5.7,18,4,0,8
2016-08-19 19:00:00,579.737,18.3,14.3,6.2,19,4,0,8
2016-08-19 20:00:00,575.1990000000002,17.4,14.3,5.7,20,4,0,8
2016-08-19 21:00:00,550.273,16.8,13.8,5.1,21,4,0,8
2016-08-19 22:00:00,511.509,16.3,13.7,4.6,22,4,0,8
2016-08-19 23:00:00,501.033,16.2,13.6,5.1,23,4,0,8
2016-08-20 00:00:00,471.0964,16.2,12.8,6.7,0,5,1,8
2016-08-20 01:00:00,476.1607,15.7,13.2,4.6,1,5,1,8
2016-08-20 02:00:00,476.1607,15.9,13.0,5.1,2,5,1,8
2016-08-20 03:00:00,476.1607,15.3,13.3,6.7,3,5,1,8
2016-08-20 04:00:00,476.1607,14.7,13.0,4.1,4,5,1,8
2016-08-20 05:00:00,476.1607,14.7,12.8,4.1,5,5,1,8
2016-08-20 06:00:00,476.1607,15.6,12.9,5.1,6,5,1,8
2016-08-20 07:00:00,476.1607,17.5,13.1,6.2,7,5,1,8
2016-08-20 08:00:00,476.1607,16.9,13.0,8.8,8,5,1,8
2016-08-20 09:00:00,476.1607,16.0,13.0,8.2,9,5,1,8
2016-08-20 10:00:00,476.1607,18.2,13.0,8.8,10,5,1,8
2016-08-20 11:00:00,476.1607,20.6,13.0,8.8,11,5,1,8
2016-08-20 12:00:00,476.1607,20.7,11.5,9.8,12,5,1,8
2016-08-20 13:00:00,476.1607,20.1,11.8,9.8,13,5,1,8
2016-08-20 14:00:00,476.1607,20.1,10.6,10.8,14,5,1,8
2016-08-20 15:00:00,476.1607,19.2,11.9,11.3,15,5,1,8
2016-08-20 16:00:00,476.1607,19.6,11.7,9.3,16,5,1,8
2016-08-20 17:00:00,476.1607,19.4,11.7,8.8,17,5,1,8
2016-08-20 18:00:00,476.1607,16.7,14.0,6.2,18,5,1,8
