timestamp,Modesto_kWh,Justin_kWh,Ileana_kWh,Estela_kWh,airTemperature,dewTemperature,windSpeed,seaLvlPressure,hour,day_of_week,is_weekend,month,week_of_year
2016-09-26 23:00:00,354.089,727.905,28.0,305.0,10.7,8.5,2.6,1022.2,23,0,0,9,39
2016-09-27 00:00:00,327.194,785.9889999999997,27.0,301.0,10.2,8.7,2.6,1021.9,0,1,0,9,39
2016-09-27 01:00:00,326.139,691.2135,28.0,289.0,9.4,8.6,2.1,1022.0,1,1,0,9,39
2016-09-27 02:00:00,343.533,707.317,28.0,288.0,10.9,10.2,1.5,1022.1,2,1,0,9,39
2016-09-27 03:00:00,338.2519999999999,704.58,28.0,284.0,10.5,9.5,2.1,1021.6,3,1,0,9,39
2016-09-27 04:00:00,337.68,691.4939999999997,27.0,284.0,12.0,10.7,1.5,1021.5,4,1,0,9,39
2016-09-27 05:00:00,302.731,652.49,28.0,284.0,13.4,10.8,3.1,1021.3,5,1,0,9,39
2016-09-27 06:00:00,327.92800000000005,688.1160000000001,27.0,288.0,14.6,11.3,3.1,1021.5,6,1,0,9,39
2016-09-27 07:00:00,340.51,729.085,28.0,301.0,15.7,12.7,5.1,1021.7,7,1,0,9,39
2016-09-27 08:00:00,381.562,814.497,42.0,359.0,16.2,12.9,5.1,1021.8,8,1,0,9,39
2016-09-27 09:00:00,435.687,927.915,60.0,469.0,18.0,13.2,7.2,1022.0,9,1,0,9,39
2016-09-27 10:00:00,490.43,976.942,72.0,514.0,17.2,13.7,7.2,1022.2,10,1,0,9,39
2016-09-27 11:00:00,517.462,940.133,71.0,530.0,17.8,14.1,6.2,1022.5,11,1,0,9,39
2016-09-27 12:00:00,612.071,1030.939,71.0,515.0,18.0,14.7,5.7,1022.6,12,1,0,9,39
2016-09-27 13:00:00,422.068,1167.274,74.0,521.0,18.7,15.5,5.7,1022.3,13,1,0,9,39
2016-09-27 14:00:00,510.032,1101.234,73.0,524.0,19.5,16.3,5.7,1021.8,14,1,0,9,39
2016-09-27 15:00:00,436.385,1186.343,74.0,540.0,19.3,15.9,4.6,1022.1,15,1,0,9,39
2016-09-27 16:00:00,538.2869999999998,1175.677,74.0,546.0,19.1,15.1,6.2,1022.5,16,1,0,9,39
2016-09-27 17:00:00,608.424,1061.764,68.0,528.0,18.7,15.3,4.6,1022.9,17,1,0,9,39
2016-09-27 18:00:00,589.018,994.066,61.0,484.0,18.3,15.4,6.2,1023.3,18,1,0,9,39
2016-09-27 19:00:00,496.944,954.755,45.0,432.0,17.5,15.5,4.1,1023.6,19,1,0,9,39
2016-09-27 20:00:00,455.574,949.887,43.0,373.0,16.9,15.4,4.6,1024.2,20,1,0,9,39
2016-09-27 21:00:00,315.896,950.08,38.0,346.0,16.5,15.2,3.6,1024.3,21,1,0,9,39
2016-09-27 22:00:00,361.324,892.7589999999999,31.0,322.0,16.1,15.2,3.6,1024.3,22,1,0,9,39
2016-09-27 23:00:00,392.505,871.082,27.0,315.0,15.1,13.8,3.6,1024.7,23,1,0,9,39
2016-09-28 00:00:00,350.06199999999984,870.1235,28.0,313.0,14.2,13.1,3.1,1024.6,0,2,0,9,39
2016-09-28 01:00:00,298.705,869.9235,26.0,300.0,13.5,12.7,4.1,1024.9,1,2,0,9,39
2016-09-28 02:00:00,294.119,831.112,25.0,297.0,12.9,11.9,5.7,1024.7,2,2,0,9,39
2016-09-28 03:00:00,288.1670000000001,802.002,26.0,294.0,12.5,11.3,4.1,1024.8,3,2,0,9,39
2016-09-28 04:00:00,288.936,748.414,26.0,296.0,12.6,11.7,4.1,1024.8,4,2,0,9,39
2016-09-28 05:00:00,292.751,732.549,26.0,293.0,12.6,11.5,4.6,1024.9,5,2,0,9,39
2016-09-28 06:00:00,286.209,728.645,27.0,294.0,12.6,11.4,4.1,1024.6,6,2,0,9,39
2016-09-28 07:00:00,291.307,760.9780000000003,28.0,306.0,13.1,11.3,4.6,1025.1,7,2,0,9,39
2016-09-28 08:00:00,346.426,791.29,38.0,367.0,15.0,11.7,5.7,1025.2,8,2,0,9,39
2016-09-28 09:00:00,460.555,865.5360000000003,60.0,480.0,16.5,12.1,6.2,1025.3,9,2,0,9,39
2016-09-28 10:00:00,479.627,926.559,70.0,521.0,19.0,12.5,5.7,1024.9,10,2,0,9,39
2016-09-28 11:00:00,507.351,956.904,72.0,543.0,19.7,12.6,5.7,1024.8,11,2,0,9,39
2016-09-28 12:00:00,534.5840000000002,1013.005,72.0,542.0,20.3,13.6,5.7,1024.6,12,2,0,9,39
2016-09-28 13:00:00,559.793,1022.818,74.0,544.0,21.3,14.9,6.2,1024.1,13,2,0,9,39
2016-09-28 14:00:00,557.163,1078.205,75.0,562.0,22.3,15.1,7.2,1023.5,14,2,0,9,39
2016-09-28 15:00:00,568.117,1090.802,76.0,564.0,21.5,14.9,7.7,1023.2,15,2,0,9,39
2016-09-28 16:00:00,606.3530000000002,1150.659,75.0,562.0,21.4,15.6,5.7,1023.0,16,2,0,9,39
2016-09-28 17:00:00,609.043,1126.6,71.0,539.0,20.5,15.6,6.2,1022.7,17,2,0,9,39
2016-09-28 18:00:00,582.536,1063.991,63.0,505.0,18.9,15.2,6.2,1022.3,18,2,0,9,39
2016-09-28 19:00:00,527.863,968.043,48.0,445.0,18.1,15.1,5.7,1021.9,19,2,0,9,39
2016-09-28 20:00:00,502.893,939.89,45.0,374.0,17.2,15.4,7.7,1021.5,20,2,0,9,39
2016-09-28 21:00:00,473.197,836.329,37.0,353.0,16.8,15.5,7.7,1021.5,21,2,0,9,39
2016-09-28 22:00:00,459.194,841.158,31.0,326.0,16.8,15.6,7.2,1020.7,22,2,0,9,39
2016-09-28 23:00:00,411.186,859.8889999999999,28.0,308.0,17.1,15.6,7.2,1020.1,23,2,0,9,39
2016-09-29 00:00:00,343.75199999999984,803.7502,28.0,303.5,17.4,15.6,5.7,1019.2,0,3,0,9,39
2016-09-29 01:00:00,402.999,866.0595,27.0,299.5,17.7,15.8,7.2,1018.3,1,3,0,9,39
2016-09-29 02:00:00,405.139,867.821,28.0,301.0,17.9,15.9,7.7,1017.2,2,3,0,9,39
2016-09-29 03:00:00,400.037,879.7610000000003,28.0,299.0,17.6,16.1,7.2,1016.6,3,3,0,9,39
2016-09-29 04:00:00,400.647,872.68,28.0,298.0,17.1,15.9,6.2,1015.9,4,3,0,9,39
2016-09-29 05:00:00,399.028,871.9119999999997,27.0,298.0,17.4,15.2,8.8,1015.4,5,3,0,9,39
2016-09-29 06:00:00,395.455,860.203,27.0,297.0,16.9,15.5,6.7,1015.0,6,3,0,9,39
2016-09-29 07:00:00,396.642,888.572,29.0,318.0,17.3,15.2,7.2,1014.6,7,3,0,9,39
2016-09-29 09:00:00,444.843,1023.705,61.0,502.0,15.6,13.7,7.2,1014.6,9,3,0,9,39
2016-09-29 10:00:00,495.091,1094.423,74.0,550.0,15.4,13.2,6.2,1014.7,10,3,0,9,39
2016-09-29 11:00:00,483.191,1044.739,74.0,527.0,16.6,14.1,5.7,1014.5,11,3,0,9,39
2016-09-29 12:00:00,432.625,1068.629,73.0,528.0,18.6,13.2,6.7,1014.1,12,3,0,9,39
2016-09-29 13:00:00,408.396,1096.997,74.0,525.0,18.9,10.4,6.7,1013.8,13,3,0,9,39
2016-09-29 14:00:00,479.96,1087.884,73.0,541.0,19.7,9.2,7.7,1013.7,14,3,0,9,39
2016-09-29 15:00:00,475.71,1071.27,74.0,544.0,18.7,9.4,7.7,1013.7,15,3,0,9,39
2016-09-29 16:00:00,491.265,1078.946,73.0,539.0,18.9,7.1,9.3,1013.7,16,3,0,9,39
2016-09-29 17:00:00,463.295,1024.502,68.0,518.0,17.5,6.8,8.8,1014.0,17,3,0,9,39
2016-09-29 18:00:00,384.084,936.006,59.0,457.0,16.0,7.4,6.2,1014.4,18,3,0,9,39
2016-09-29 19:00:00,328.05,879.5260000000003,49.0,418.0,14.6,8.2,5.1,1014.5,19,3,0,9,39
2016-09-29 20:00:00,309.228,855.785,42.0,365.0,14.0,8.8,5.1,1014.9,20,3,0,9,39
2016-09-29 21:00:00,293.197,796.6569999999997,38.0,338.0,13.3,8.9,4.6,1014.9,21,3,0,9,39
2016-09-29 22:00:00,289.212,776.1160000000001,29.0,314.0,13.1,8.8,4.6,1014.9,22,3,0,9,39
2016-09-29 23:00:00,285.935,776.431,27.0,305.0,12.4,8.6,4.6,1014.5,23,3,0,9,39
2016-09-30 00:00:00,279.497,719.102,25.5,292.0,12.3,8.6,4.6,1014.1,0,4,0,9,39
2016-09-30 01:00:00,278.926,744.2235,26.5,291.0,11.8,8.4,4.6,1014.2,1,4,0,9,39
2016-09-30 02:00:00,277.163,718.8960000000003,27.0,293.0,12.0,8.7,3.6,1013.4,2,4,0,9,39
2016-09-30 03:00:00,271.626,686.883,28.0,290.0,12.0,8.9,3.1,1013.3,3,4,0,9,39
2016-09-30 04:00:00,273.28700000000003,677.508,27.0,288.0,11.8,8.9,3.6,1013.2,4,4,0,9,39
2016-09-30 05:00:00,270.726,683.303,28.0,284.0,11.8,9.1,3.1,1013.2,5,4,0,9,39
2016-09-30 06:00:00,271.303,689.0269999999997,29.0,282.0,11.4,9.1,3.6,1013.2,6,4,0,9,39
2016-09-30 07:00:00,272.257,698.115,28.0,303.0,11.5,9.2,3.6,1013.4,7,4,0,9,39
2016-09-30 08:00:00,299.329,786.928,38.0,361.0,13.1,9.7,4.1,1013.4,8,4,0,9,39
2016-09-30 09:00:00,314.562,881.065,53.0,461.0,15.2,10.0,3.6,1013.4,9,4,0,9,39
2016-09-30 10:00:00,351.079,940.288,61.0,503.0,17.5,9.4,5.7,1013.2,10,4,0,9,39
2016-09-30 11:00:00,354.967,1014.271,63.0,513.0,16.4,9.3,7.7,1013.2,11,4,0,9,39
2016-09-30 12:00:00,473.939,1072.821,65.0,520.0,17.5,7.5,6.2,1012.6,12,4,0,9,39
2016-09-30 13:00:00,429.861,1021.639,66.0,513.0,18.0,7.1,8.2,1012.0,13,4,0,9,39
2016-09-30 14:00:00,404.76,1093.853,65.0,514.0,18.5,8.7,6.7,1011.6,14,4,0,9,39
2016-09-30 15:00:00,458.232,1068.137,67.0,525.0,17.6,8.1,4.1,1011.2,15,4,0,9,39
2016-09-30 16:00:00,374.043,1069.507,70.0,523.0,18.4,8.0,6.7,1010.8,16,4,0,9,39
2016-09-30 17:00:00,393.601,1006.18,64.0,512.0,16.5,8.8,6.2,1010.9,17,4,0,9,39
2016-09-30 18:00:00,406.855,929.521,52.0,459.0,14.9,9.5,4.6,1011.2,18,4,0,9,39
2016-09-30 19:00:00,320.043,873.923,38.0,394.0,13.2,10.1,2.6,1011.4,19,4,0,9,39
2016-09-30 20:00:00,305.093,856.791,36.0,337.0,12.9,10.6,2.6,1011.4,20,4,0,9,39
2016-09-30 21:00:00,292.78,792.135,33.0,323.0,12.2,10.3,2.1,1011.0,21,4,0,9,39
2016-09-30 22:00:00,284.9,743.196,27.0,305.0,11.4,10.1,2.1,1010.5,22,4,0,9,39
2016-09-30 23:00:00,280.643,724.0089999999999,23.0,295.0,11.1,10.3,2.6,1010.0,23,4,0,9,39
2016-10-01 00:00:00,275.1625,697.5165,24.5,289.0,10.6,10.0,1.0,1009.4,0,5,1,10,39
2016-10-01 01:00:00,274.8655,708.4119999999997,23.5,286.0,10.6,10.3,0.5,1008.9,1,5,1,10,39
2016-10-01 02:00:00,271.688,719.793,24.0,282.0,10.0,10.0,1.5,,2,5,1,10,39
2016-10-01 03:00:00,267.995,701.993,24.0,280.0,10.7,10.3,0.5,1007.6,3,5,1,10,39
2016-10-01 04:00:00,267.258,693.707,24.0,280.0,10.4,9.9,0.5,1007.1,4,5,1,10,39
2016-10-01 05:00:00,265.754,688.59,26.0,280.0,9.6,9.2,1.5,1006.8,5,5,1,10,39
2016-10-01 06:00:00,265.995,706.93,25.0,279.0,9.9,9.6,1.5,1006.5,6,5,1,10,39
2016-10-01 07:00:00,270.016,700.596,24.0,291.0,10.7,10.6,1.5,1006.3,7,5,1,10,39
2016-10-01 08:00:00,278.966,746.383,26.0,323.0,11.9,10.7,1.5,1006.1,8,5,1,10,39
2016-10-01 09:00:00,279.781,819.258,28.0,347.0,11.8,11.1,3.6,1006.0,9,5,1,10,39
2016-10-01 10:00:00,285.075,870.221,29.0,358.0,12.6,11.1,4.1,1006.1,10,5,1,10,39
2016-10-01 11:00:00,292.071,838.711,29.0,373.0,12.6,11.6,4.1,1005.9,11,5,1,10,39
2016-10-01 12:00:00,293.952,898.7610000000003,29.0,369.0,13.3,10.1,4.6,1005.2,12,5,1,10,39
2016-10-01 13:00:00,296.533,862.9169999999997,30.0,362.0,13.6,10.8,2.6,1004.9,13,5,1,10,39
2016-10-01 14:00:00,289.753,863.3860000000003,31.0,368.0,15.8,8.5,4.6,1004.5,14,5,1,10,39
2016-10-01 15:00:00,287.779,896.566,28.0,364.0,15.1,10.8,4.1,1004.4,15,5,1,10,39
2016-10-01 16:00:00,290.86,936.877,29.0,361.0,14.2,8.2,4.1,1004.5,16,5,1,10,39
2016-10-01 17:00:00,294.868,878.165,29.0,334.0,12.9,9.2,3.6,1005.1,17,5,1,10,39
2016-10-01 18:00:00,292.702,782.237,27.0,321.0,11.3,9.5,3.1,1005.6,18,5,1,10,39
2016-10-01 19:00:00,294.113,762.995,27.0,325.0,10.9,9.4,2.6,1006.0,19,5,1,10,39
2016-10-01 20:00:00,291.974,731.778,28.0,313.0,10.7,9.6,2.1,1006.6,20,5,1,10,39
2016-10-01 21:00:00,286.654,706.5210000000003,27.0,306.0,10.6,9.3,1.5,1007.2,21,5,1,10,39
2016-10-01 22:00:00,280.115,696.571,28.0,299.0,10.0,8.9,2.1,1007.8,22,5,1,10,39
2016-10-01 23:00:00,277.552,666.238,27.0,296.0,9.4,8.5,2.6,1008.9,23,5,1,10,39
2016-10-02 00:00:00,272.29400000000004,665.9918,29.0,293.5,9.4,8.6,2.6,1009.6,0,6,1,10,39
2016-10-02 01:00:00,269.565,683.118,28.0,283.5,9.3,8.2,2.6,1010.2,1,6,1,10,39
2016-10-02 02:00:00,267.061,670.2389999999998,28.0,279.0,9.0,8.1,2.6,1010.4,2,6,1,10,39
2016-10-02 03:00:00,262.763,642.696,28.0,288.0,9.7,8.9,2.1,1010.8,3,6,1,10,39
2016-10-02 04:00:00,256.11,651.023,26.0,276.0,9.9,8.7,2.1,1011.7,4,6,1,10,39
2016-10-02 05:00:00,262.45,666.321,27.0,281.0,9.6,8.2,3.6,1012.8,5,6,1,10,39
2016-10-02 06:00:00,259.92400000000004,636.496,27.0,284.0,9.4,8.0,2.6,1013.9,6,6,1,10,39
2016-10-02 07:00:00,262.427,643.111,28.0,290.0,9.9,8.4,3.1,1014.6,7,6,1,10,39
2016-10-02 08:00:00,270.772,699.32,27.0,303.0,10.4,8.6,3.1,1015.4,8,6,1,10,39
2016-10-02 09:00:00,277.362,755.8789999999997,29.0,312.0,11.4,8.7,4.1,1016.1,9,6,1,10,39
2016-10-02 10:00:00,285.355,818.873,29.0,321.0,12.9,9.1,3.1,1016.5,10,6,1,10,39
2016-10-02 11:00:00,282.041,833.955,29.0,337.0,13.8,8.7,3.1,1017.2,11,6,1,10,39
2016-10-02 12:00:00,280.578,862.946,27.0,349.0,15.4,8.4,3.6,1017.7,12,6,1,10,39
2016-10-02 13:00:00,281.033,875.742,29.0,339.0,16.4,8.2,3.1,1017.9,13,6,1,10,39
2016-10-02 14:00:00,280.48400000000004,905.638,27.0,345.0,16.7,7.0,3.6,1018.1,14,6,1,10,39
2016-10-02 15:00:00,280.599,923.331,27.0,350.0,17.1,6.9,3.1,1018.6,15,6,1,10,39
2016-10-02 16:00:00,285.46,922.678,26.0,357.0,17.1,6.5,2.1,1019.0,16,6,1,10,39
2016-10-02 17:00:00,292.568,885.174,27.0,324.0,15.7,5.6,2.6,1019.6,17,6,1,10,39
2016-10-02 18:00:00,290.735,851.648,27.0,330.0,13.9,6.8,2.1,1020.6,18,6,1,10,39
2016-10-02 19:00:00,293.743,776.197,26.0,327.0,13.1,7.2,1.5,1021.1,19,6,1,10,39
2016-10-02 20:00:00,294.26,759.2819999999997,28.0,315.0,11.8,7.2,1.0,1021.9,20,6,1,10,39
2016-10-02 21:00:00,284.301,713.566,27.0,317.0,10.6,7.3,1.5,1022.5,21,6,1,10,39
2016-10-02 22:00:00,276.73,688.703,28.0,308.0,9.8,6.9,1.0,1023.4,22,6,1,10,39
2016-10-02 23:00:00,273.03,725.68,28.0,308.0,8.5,6.9,1.0,1024.3,23,6,1,10,39
2016-10-03 00:00:00,284.339,690.6425,28.5,304.0,7.6,6.6,1.0,1024.9,0,0,0,10,40
2016-10-03 01:00:00,266.998,643.6585,27.5,294.0,6.8,6.1,0.5,1025.5,1,0,0,10,40
2016-10-03 02:00:00,266.653,659.8989999999999,27.0,287.0,6.7,6.1,1.0,1026.1,2,0,0,10,40
2016-10-03 03:00:00,260.361,615.1519999999998,27.0,284.0,6.2,5.6,1.0,1026.4,3,0,0,10,40
2016-10-03 04:00:00,261.841,621.8009999999998,27.0,282.0,6.0,5.5,1.0,1026.8,4,0,0,10,40
2016-10-03 05:00:00,260.966,625.237,27.0,272.0,6.1,5.6,1.5,1027.6,5,0,0,10,40
2016-10-03 06:00:00,263.171,632.434,28.0,288.0,5.8,5.0,1.0,1028.0,6,0,0,10,40
2016-10-03 07:00:00,262.691,651.97,27.0,305.0,6.6,5.9,1.5,1028.6,7,0,0,10,40
2016-10-03 08:00:00,296.766,747.6410000000003,41.0,362.0,9.0,7.4,1.0,1029.2,8,0,0,10,40
2016-10-03 09:00:00,317.053,836.5089999999999,56.0,460.0,12.4,9.0,1.0,1029.7,9,0,0,10,40
2016-10-03 10:00:00,348.14300000000014,921.426,66.0,511.0,14.1,8.5,2.1,1029.4,10,0,0,10,40
2016-10-03 11:00:00,343.702,982.424,66.0,530.0,15.8,5.7,2.6,1029.6,11,0,0,10,40
2016-10-03 12:00:00,350.402,1009.307,66.0,535.0,17.0,4.9,2.6,1029.7,12,0,0,10,40
2016-10-03 13:00:00,373.667,1030.384,66.0,539.0,17.7,5.7,2.6,1029.5,13,0,0,10,40
2016-10-03 14:00:00,424.008,1047.852,68.0,537.0,18.0,4.7,2.6,1029.4,14,0,0,10,40
2016-10-03 15:00:00,384.005,1040.929,68.0,549.0,18.1,2.1,3.1,1029.3,15,0,0,10,40
2016-10-03 16:00:00,454.62,1045.155,68.0,540.0,17.9,3.1,3.1,1029.2,16,0,0,10,40
2016-10-03 17:00:00,448.555,1003.416,64.0,513.0,16.2,3.4,3.6,1029.3,17,0,0,10,40
2016-10-03 18:00:00,376.275,917.896,58.0,457.0,12.5,4.0,3.1,1029.5,18,0,0,10,40
2016-10-03 19:00:00,313.469,866.7660000000003,47.0,419.0,12.2,6.1,2.6,1029.9,19,0,0,10,40
2016-10-03 20:00:00,305.155,838.3560000000001,45.0,370.0,11.9,6.6,2.1,1030.1,20,0,0,10,40
2016-10-03 21:00:00,312.921,780.14,37.0,327.0,12.1,7.4,1.5,1030.1,21,0,0,10,40
2016-10-03 22:00:00,308.224,763.461,33.0,321.0,11.0,7.3,1.5,1030.3,22,0,0,10,40
2016-10-03 23:00:00,305.089,760.4730000000003,32.0,309.0,10.0,7.2,1.0,1030.1,23,0,0,10,40
2016-10-04 00:00:00,295.965,751.227,29.5,308.0,10.6,7.9,2.6,1030.1,0,1,0,10,40
2016-10-04 01:00:00,295.888,738.748,30.5,303.0,10.4,8.7,2.6,1029.9,1,1,0,10,40
2016-10-04 02:00:00,293.512,732.919,30.0,300.0,10.5,9.7,2.1,1029.7,2,1,0,10,40
2016-10-04 03:00:00,292.183,707.258,31.0,300.0,10.6,10.0,2.6,1029.6,3,1,0,10,40
2016-10-04 04:00:00,290.678,697.5319999999997,29.0,298.0,10.5,10.0,2.1,1029.7,4,1,0,10,40
2016-10-04 05:00:00,290.004,687.936,31.0,294.0,10.4,9.9,2.1,1029.7,5,1,0,10,40
2016-10-04 06:00:00,289.9240000000001,690.0139999999999,30.0,301.0,10.3,9.9,2.6,1029.9,6,1,0,10,40
2016-10-04 07:00:00,295.818,695.546,31.0,318.0,11.2,10.7,1.0,1030.2,7,1,0,10,40
2016-10-04 08:00:00,325.271,794.565,39.0,371.0,14.1,12.0,3.6,1030.5,8,1,0,10,40
2016-10-04 09:00:00,368.519,910.414,55.0,484.0,15.5,11.7,5.1,1030.6,9,1,0,10,40
2016-10-04 10:00:00,494.936,964.24,66.0,518.0,16.7,11.0,6.2,1030.8,10,1,0,10,40
2016-10-04 11:00:00,429.824,1014.592,65.0,546.0,17.1,10.6,6.7,1030.7,11,1,0,10,40
2016-10-04 12:00:00,398.342,1112.993,67.0,544.0,17.7,9.7,7.2,1030.3,12,1,0,10,40
2016-10-04 13:00:00,404.606,1144.955,66.0,548.0,18.5,9.8,6.7,1029.8,13,1,0,10,40
2016-10-04 14:00:00,397.203,1115.575,65.0,537.0,18.8,10.8,6.7,1029.5,14,1,0,10,40
2016-10-04 15:00:00,401.567,1111.823,66.0,545.0,17.6,10.2,7.2,1029.5,15,1,0,10,40
2016-10-04 16:00:00,402.604,1112.419,66.0,538.0,16.7,10.0,7.2,1029.5,16,1,0,10,40
2016-10-04 17:00:00,400.16,1071.617,65.0,530.0,15.6,9.6,8.8,1029.7,17,1,0,10,40
2016-10-04 18:00:00,384.253,962.706,56.0,476.0,15.0,10.3,6.7,1030.1,18,1,0,10,40
2016-10-04 19:00:00,361.652,873.96,44.0,424.0,14.8,10.6,6.7,1029.9,19,1,0,10,40
2016-10-04 20:00:00,344.089,861.257,42.0,389.0,14.5,10.3,5.7,1030.0,20,1,0,10,40
2016-10-04 21:00:00,337.2,801.681,41.0,364.0,14.3,10.3,6.2,1030.0,21,1,0,10,40
2016-10-04 22:00:00,328.38699999999994,792.561,35.0,338.0,13.8,10.4,6.2,1030.1,22,1,0,10,40
2016-10-04 23:00:00,308.1140000000001,777.602,29.0,325.0,13.3,10.4,5.1,1030.0,23,1,0,10,40
2016-10-05 00:00:00,298.2275,716.1132,28.5,313.5,13.1,10.2,5.1,1030.0,0,2,0,10,40
2016-10-05 01:00:00,292.4585,757.324,29.5,308.5,13.5,10.1,5.7,1030.0,1,2,0,10,40
2016-10-05 02:00:00,291.5540000000001,746.043,29.0,304.0,12.9,9.1,5.7,1030.0,2,2,0,10,40
2016-10-05 03:00:00,288.759,736.003,28.0,304.0,13.0,8.6,5.1,1029.6,3,2,0,10,40
2016-10-05 04:00:00,286.226,740.4939999999997,28.0,304.0,12.9,8.5,4.6,1029.2,4,2,0,10,40
2016-10-05 05:00:00,289.403,730.36,30.0,302.0,12.7,8.6,4.6,1029.3,5,2,0,10,40
2016-10-05 06:00:00,283.064,718.56,30.0,302.0,11.6,8.4,4.1,1029.6,6,2,0,10,40
2016-10-05 07:00:00,285.781,739.802,31.0,319.0,12.1,8.1,5.1,1030.0,7,2,0,10,40
2016-10-05 08:00:00,322.02,843.3910000000003,39.0,373.0,13.7,7.8,6.7,1030.6,8,2,0,10,40
2016-10-05 09:00:00,373.56,915.633,56.0,480.0,14.7,7.2,7.7,1030.7,9,2,0,10,40
2016-10-05 10:00:00,389.157,973.351,65.0,526.0,15.7,5.9,7.7,1030.8,10,2,0,10,40
2016-10-05 11:00:00,390.927,995.319,64.0,535.0,16.7,5.4,9.3,1030.4,11,2,0,10,40
2016-10-05 12:00:00,402.21,1052.521,67.0,542.0,17.2,5.8,7.7,1030.1,12,2,0,10,40
2016-10-05 13:00:00,401.567,1040.514,67.0,544.0,16.0,6.1,9.3,1029.8,13,2,0,10,40
2016-10-05 14:00:00,397.225,1030.375,68.0,536.0,16.2,5.3,9.8,1029.2,14,2,0,10,40
2016-10-05 15:00:00,450.855,1042.606,66.0,554.0,15.9,5.5,7.2,1029.0,15,2,0,10,40
2016-10-05 16:00:00,411.642,1024.225,67.0,545.0,15.2,5.0,7.7,1028.5,16,2,0,10,40
2016-10-05 17:00:00,404.033,989.746,65.0,525.0,13.9,4.6,5.7,1028.4,17,2,0,10,40
2016-10-05 18:00:00,378.166,906.355,60.0,454.0,12.9,5.4,7.7,1028.7,18,2,0,10,40
2016-10-05 19:00:00,349.371,841.6619999999997,45.0,427.0,12.5,5.8,5.7,1028.8,19,2,0,10,40
2016-10-05 20:00:00,323.233,830.939,42.0,388.0,12.1,5.9,4.1,1028.9,20,2,0,10,40
2016-10-05 21:00:00,315.57,738.085,41.0,362.0,11.7,6.0,4.1,1028.8,21,2,0,10,40
2016-10-05 22:00:00,309.915,693.467,31.0,336.0,10.7,5.5,4.1,1029.0,22,2,0,10,40
2016-10-05 23:00:00,306.099,693.201,27.0,325.0,10.5,5.1,3.6,1029.1,23,2,0,10,40
2016-10-06 00:00:00,310.8345,678.3715,28.0,309.0,10.3,4.7,4.6,1028.8,0,3,0,10,40
2016-10-06 01:00:00,299.0125,677.018,26.0,304.0,9.7,5.0,1.5,1028.8,1,3,0,10,40
2016-10-06 02:00:00,291.312,659.775,27.0,299.0,8.8,5.4,1.5,1028.5,2,3,0,10,40
2016-10-06 03:00:00,295.04,653.774,26.0,294.0,8.8,5.3,1.5,1027.9,3,3,0,10,40
2016-10-06 04:00:00,290.709,628.87,26.0,299.0,9.5,5.3,2.1,1027.8,4,3,0,10,40
2016-10-06 05:00:00,292.654,633.386,26.0,298.0,10.7,5.1,3.1,1027.5,5,3,0,10,40
2016-10-06 06:00:00,300.627,640.275,25.0,297.0,11.0,4.9,3.6,1027.4,6,3,0,10,40
2016-10-06 07:00:00,332.0730000000001,689.863,26.0,312.0,10.7,5.5,2.6,1027.3,7,3,0,10,40
2016-10-06 08:00:00,363.216,776.6060000000001,38.0,380.0,11.6,5.0,3.6,1027.1,8,3,0,10,40
2016-10-06 09:00:00,469.629,828.075,58.0,485.0,13.1,5.0,5.1,1026.6,9,3,0,10,40
2016-10-06 10:00:00,462.088,862.673,66.0,519.0,13.1,4.2,6.2,1026.4,10,3,0,10,40
2016-10-06 11:00:00,540.202,893.048,68.0,535.0,13.6,2.9,6.7,1026.1,11,3,0,10,40
2016-10-06 12:00:00,474.298,891.852,67.0,540.0,14.9,2.8,6.2,1025.5,12,3,0,10,40
2016-10-06 13:00:00,536.472,910.395,67.0,540.0,15.0,2.7,5.7,1024.6,13,3,0,10,40
2016-10-06 14:00:00,520.889,900.799,68.0,532.0,15.4,3.9,5.1,1023.6,14,3,0,10,40
2016-10-06 15:00:00,558.427,898.743,71.0,534.0,15.1,4.5,4.6,1023.2,15,3,0,10,40
2016-10-06 16:00:00,563.06,899.7239999999997,69.0,527.0,14.8,4.9,4.6,1022.8,16,3,0,10,40
2016-10-06 17:00:00,569.781,864.164,65.0,512.0,14.0,5.3,3.6,1022.8,17,3,0,10,40
2016-10-06 18:00:00,465.568,791.279,58.0,451.0,13.2,5.9,4.6,1022.9,18,3,0,10,40
2016-10-06 19:00:00,450.814,755.64,43.0,414.0,12.4,5.7,4.6,1022.9,19,3,0,10,40
2016-10-06 20:00:00,374.128,741.071,44.0,368.0,11.6,5.4,4.6,1023.1,20,3,0,10,40
2016-10-06 21:00:00,360.312,713.097,39.0,340.0,11.6,5.6,1.5,1023.0,21,3,0,10,40
2016-10-06 22:00:00,335.371,690.975,31.0,325.0,11.6,5.7,2.1,1022.9,22,3,0,10,40
2016-10-06 23:00:00,362.239,709.3389999999997,32.0,320.0,11.6,6.5,2.6,1022.9,23,3,0,10,40
2016-10-07 00:00:00,345.411,674.1275,29.5,303.0,11.6,6.7,2.1,1022.8,0,4,0,10,40
2016-10-07 01:00:00,349.037,671.6060000000001,28.5,303.0,11.6,7.4,2.1,1022.6,1,4,0,10,40
2016-10-07 02:00:00,332.422,676.265,28.0,306.0,11.9,8.4,2.1,1022.1,2,4,0,10,40
